,ratio,method,gene,color
49,,anno_MERFISH,otof,#9EE493
50,,anno_MERFISH,pdgfra,#9EE493
51,,anno_MERFISH,parm1,#9EE493
52,,anno_MERFISH,prdm8,#9EE493
53,,anno_MERFISH,nos1,#9EE493
54,,anno_MERFISH,cux2,#9EE493
55,,anno_MERFISH,flt1,#9EE493
56,,anno_MERFISH,rxfp2,#9EE493
57,,anno_MERFISH,thsd7a,#9EE493
58,,anno_MERFISH,foxp2,#9EE493
59,,anno_MERFISH,grm8,#9EE493
60,,anno_MERFISH,chrm2,#9EE493
61,,anno_MERFISH,crhr2,#9EE493
62,,anno_MERFISH,kcnj8,#9EE493
63,,anno_MERFISH,slc17a7,#9EE493
64,,anno_MERFISH,slc17a6,#9EE493
65,,anno_MERFISH,nr2f2,#9EE493
66,,anno_MERFISH,sox6,#9EE493
67,,anno_MERFISH,igf2,#9EE493
68,,anno_MERFISH,th,#9EE493
69,,anno_MERFISH,inpp4b,#9EE493
70,,anno_MERFISH,calb2,#9EE493
71,,anno_MERFISH,cdh13,#9EE493
72,,anno_MERFISH,npsr1,#9EE493
73,,anno_MERFISH,dscaml1,#9EE493
74,,anno_MERFISH,cspg4,#9EE493
75,,anno_MERFISH,cplx3,#9EE493
76,,anno_MERFISH,unc13c,#9EE493
77,,anno_MERFISH,grm1,#9EE493
78,,anno_MERFISH,cd24a,#9EE493
79,,anno_MERFISH,slc17a8,#9EE493
80,,anno_MERFISH,nxph4,#9EE493
81,,anno_MERFISH,tac2,#9EE493
82,,anno_MERFISH,egfr,#9EE493
83,,anno_MERFISH,adra1b,#9EE493
84,,anno_MERFISH,adamts2,#9EE493
85,,anno_MERFISH,serpinf1,#9EE493
86,,anno_MERFISH,vtn,#9EE493
87,,anno_MERFISH,igfbp4,#9EE493
88,,anno_MERFISH,gfap,#9EE493
89,,anno_MERFISH,egln3,#9EE493
90,,anno_MERFISH,rgs6,#9EE493
91,,anno_MERFISH,bcl11b,#9EE493
92,,anno_MERFISH,vipr2,#9EE493
93,,anno_MERFISH,itgb8,#9EE493
94,,anno_MERFISH,cxcl14,#9EE493
95,,anno_MERFISH,fezf2,#9EE493
96,,anno_MERFISH,chat,#9EE493
97,,anno_MERFISH,sncg,#9EE493
98,,anno_MERFISH,plcxd3,#9EE493
99,,anno_MERFISH,cdh9,#9EE493
100,,anno_MERFISH,sema5a,#9EE493
101,,anno_MERFISH,pvalb,#9EE493
102,,anno_MERFISH,sox10,#9EE493
103,,anno_MERFISH,wnt7b,#9EE493
104,,anno_MERFISH,igfbp6,#9EE493
105,,anno_MERFISH,cldn5,#9EE493
106,,anno_MERFISH,sst,#9EE493
107,,anno_MERFISH,chodl,#9EE493
108,,anno_MERFISH,grik1,#9EE493
109,,anno_MERFISH,daam2,#9EE493
110,,anno_MERFISH,alk,#9EE493
111,,anno_MERFISH,aqp4,#9EE493
112,,anno_MERFISH,cd14,#9EE493
113,,anno_MERFISH,prr16,#9EE493
114,,anno_MERFISH,cbln2,#9EE493
115,,anno_MERFISH,rorb,#9EE493
116,,anno_MERFISH,acta2,#9EE493
117,,anno_MERFISH,blnk,#9EE493
118,,anno_MERFISH,opalin,#9EE493
119,,anno_MERFISH,il1rapl2,#9EE493
0,0.16249999403953552,anno_Hybriss,mrc1,#e82a92
1,0.3194805085659027,anno_Hybriss,gad2,#e82a92
2,1.7998688220977783,anno_Hybriss,tbr1,#e82a92
3,0.4387255012989044,anno_Hybriss,gad1,#e82a92
4,1.0,anno_Hybriss,lamp5,#e82a92
5,0.8695652484893799,anno_Hybriss,slc32a1,#e82a92
6,,anno_Hybriss,crh,#e82a92
7,0.6666666865348816,anno_Hybriss,syt6,#e82a92
8,,anno_Hybriss,penk,#e82a92
9,0.6875,anno_Hybriss,cnr1,#e82a92
10,0.5,anno_Hybriss,pdgfra,#e82a92
11,0.4628571569919586,anno_Hybriss,flt1,#e82a92
12,0.75,anno_Hybriss,npy,#e82a92
13,0.725490152835846,anno_Hybriss,slc6a1,#e82a92
14,1.100000023841858,anno_Hybriss,itpr2,#e82a92
15,1.0,anno_Hybriss,pthlh,#e82a92
16,0.6423841118812561,anno_Hybriss,slc17a7,#e82a92
17,1.0833333730697632,anno_Hybriss,mfge8,#e82a92
18,0.4444444477558136,anno_Hybriss,calb2,#e82a92
19,1.6071428060531616,anno_Hybriss,cd24a,#e82a92
20,0.5,anno_Hybriss,tac2,#e82a92
21,1.0,anno_Hybriss,serpinf1,#e82a92
22,1.125,anno_Hybriss,aldoc,#e82a92
23,0.9124999642372131,anno_Hybriss,vtn,#e82a92
24,0.5185185074806213,anno_Hybriss,gfap,#e82a92
25,1.0,anno_Hybriss,foxj1,#e82a92
26,0.4000000059604645,anno_Hybriss,nrn1,#e82a92
27,1.125,anno_Hybriss,hexb,#e82a92
28,,anno_Hybriss,synpr,#e82a92
29,0.44841268658638,anno_Hybriss,pvalb,#e82a92
30,0.7300000190734863,anno_Hybriss,sox10,#e82a92
31,0.33564814925193787,anno_Hybriss,sst,#e82a92
32,0.09434434026479721,anno_Hybriss,pcp4,#e82a92
33,0.15675866603851318,anno_Hybriss,calm2,#e82a92
34,0.004807692486792803,anno_Hybriss,ttr,#e82a92
35,0.1750677525997162,anno_Hybriss,mbp,#e82a92
36,0.3864734172821045,anno_Hybriss,rorb,#e82a92
37,0.24074074625968933,anno_Hybriss,acta2,#e82a92
38,0.0419580414891243,anno_Hybriss,plp1,#e82a92
0,1.4909090995788574,anno_Vizgen,oprk1,#2E5077
1,0.9713261723518372,anno_Vizgen,nrp2,#2E5077
2,1.5409622192382812,anno_Vizgen,fn1,#2E5077
3,0.8573112487792969,anno_Vizgen,epha4,#2E5077
4,1.0193625688552856,anno_Vizgen,adora1,#2E5077
5,2.776883840560913,anno_Vizgen,gpr37l1,#2E5077
6,1.7547169923782349,anno_Vizgen,opn3,#2E5077
7,0.6992150545120239,anno_Vizgen,gpr158,#2E5077
8,3.170989751815796,anno_Vizgen,gad1,#2E5077
9,1.2689449787139893,anno_Vizgen,lgr4,#2E5077
10,1.5416666269302368,anno_Vizgen,mertk,#2E5077
11,2.123076915740967,anno_Vizgen,prokr2,#2E5077
12,2.626666784286499,anno_Vizgen,slc32a1,#2E5077
13,1.2948718070983887,anno_Vizgen,mc3r,#2E5077
14,1.2786885499954224,anno_Vizgen,ntsr1,#2E5077
15,1.0,anno_Vizgen,agtr1b,#2E5077
16,1.570707082748413,anno_Vizgen,p2ry14,#2E5077
17,1.5275590419769287,anno_Vizgen,p2ry12,#2E5077
18,0.9252873063087463,anno_Vizgen,rxfp1,#2E5077
19,1.8192771673202515,anno_Vizgen,npy2r,#2E5077
20,3.9285714626312256,anno_Vizgen,ntrk1,#2E5077
21,0.8641026020050049,anno_Vizgen,emcn,#2E5077
22,2.299999952316284,anno_Vizgen,lpar3,#2E5077
23,1.6501706838607788,anno_Vizgen,adgrl2,#2E5077
24,1.0551058053970337,anno_Vizgen,adgrl4,#2E5077
25,1.209302306175232,anno_Vizgen,ptger3,#2E5077
26,1.133838415145874,anno_Vizgen,epha7,#2E5077
27,1.6013628244400024,anno_Vizgen,cnr1,#2E5077
28,0.7951452136039734,anno_Vizgen,gabbr2,#2E5077
29,1.1333729028701782,anno_Vizgen,lpar1,#2E5077
30,0.7638888955116272,anno_Vizgen,ror1,#2E5077
31,1.3793103694915771,anno_Vizgen,oprd1,#2E5077
32,1.471099853515625,anno_Vizgen,c1qb,#2E5077
33,1.1182500123977661,anno_Vizgen,c1qa,#2E5077
34,1.7634334564208984,anno_Vizgen,grm3,#2E5077
35,1.6951220035552979,anno_Vizgen,cckar,#2E5077
36,1.1792986392974854,anno_Vizgen,pdgfra,#2E5077
37,1.7038460969924927,anno_Vizgen,kit,#2E5077
38,1.572864294052124,anno_Vizgen,kdr,#2E5077
39,0.31061241030693054,anno_Vizgen,adgrl3,#2E5077
40,1.6867637634277344,anno_Vizgen,selplg,#2E5077
41,2.6486175060272217,anno_Vizgen,gjc3,#2E5077
42,1.1435045003890991,anno_Vizgen,flt1,#2E5077
43,2.0714285373687744,anno_Vizgen,rxfp2,#2E5077
44,1.5,anno_Vizgen,calcr,#2E5077
45,1.0,anno_Vizgen,gpr37,#2E5077
46,1.0481380224227905,anno_Vizgen,chrm2,#2E5077
47,1.4666666984558105,anno_Vizgen,crhr2,#2E5077
48,1.4133332967758179,anno_Vizgen,tacr1,#2E5077
49,1.4773446321487427,anno_Vizgen,aldh1l1,#2E5077
50,0.31185999512672424,anno_Vizgen,grm7,#2E5077
51,1.8123209476470947,anno_Vizgen,ret,#2E5077
52,0.3333897590637207,anno_Vizgen,grin2b,#2E5077
53,2.034313678741455,anno_Vizgen,kcnj8,#2E5077
54,1.441176414489746,anno_Vizgen,c5ar1,#2E5077
55,1.3724919557571411,anno_Vizgen,axl,#2E5077
56,1.8394421339035034,anno_Vizgen,slc17a7,#2E5077
57,0.6180061101913452,anno_Vizgen,slc17a6,#2E5077
58,0.932900071144104,anno_Vizgen,igf1r,#2E5077
59,1.4618223905563354,anno_Vizgen,ntrk3,#2E5077
60,0.44235074520111084,anno_Vizgen,grm5,#2E5077
61,1.2364864349365234,anno_Vizgen,cckbr,#2E5077
62,1.5748823881149292,anno_Vizgen,fgfr2,#2E5077
63,,anno_Vizgen,drd4,#2E5077
64,2.742424249649048,anno_Vizgen,th,#2E5077
65,1.5365527868270874,anno_Vizgen,insr,#2E5077
66,1.153333306312561,anno_Vizgen,npy1r,#2E5077
67,1.3333333730697632,anno_Vizgen,lpar2,#2E5077
68,1.3055555820465088,anno_Vizgen,ednra,#2E5077
69,1.6188544034957886,anno_Vizgen,adgrg1,#2E5077
70,0.9617646932601929,anno_Vizgen,npsr1,#2E5077
71,1.5,anno_Vizgen,drd2,#2E5077
72,2.629112720489502,anno_Vizgen,cspg5,#2E5077
73,2.712564468383789,anno_Vizgen,cx3cr1,#2E5077
74,1.0,anno_Vizgen,vipr1,#2E5077
75,0.9386312365531921,anno_Vizgen,oprm1,#2E5077
76,0.5382782816886902,anno_Vizgen,grm1,#2E5077
77,1.5968992710113525,anno_Vizgen,pln,#2E5077
78,1.1624826192855835,anno_Vizgen,man1a,#2E5077
79,0.7349112629890442,anno_Vizgen,pcdh15,#2E5077
80,1.2096774578094482,anno_Vizgen,adora2a,#2E5077
81,1.1434599161148071,anno_Vizgen,slc17a8,#2E5077
82,1.403030276298523,anno_Vizgen,lgr5,#2E5077
83,1.5,anno_Vizgen,avpr1a,#2E5077
84,1.1035503149032593,anno_Vizgen,egfr,#2E5077
85,1.1518892049789429,anno_Vizgen,adra1b,#2E5077
86,1.5,anno_Vizgen,glp2r,#2E5077
87,1.3522791862487793,anno_Vizgen,gfap,#2E5077
88,1.8392857313156128,anno_Vizgen,crhr1,#2E5077
89,1.6036505699157715,anno_Vizgen,sox9,#2E5077
90,1.5227272510528564,anno_Vizgen,sstr2,#2E5077
91,0.9555555582046509,anno_Vizgen,cd300c2,#2E5077
92,2.41317081451416,anno_Vizgen,ntsr2,#2E5077
93,1.3299319744110107,anno_Vizgen,sstr1,#2E5077
94,2.2817647457122803,anno_Vizgen,dlk1,#2E5077
95,1.1658614873886108,anno_Vizgen,vipr2,#2E5077
96,0.8483709096908569,anno_Vizgen,chrm3,#2E5077
97,1.0,anno_Vizgen,agtr1a,#2E5077
98,1.3352272510528564,anno_Vizgen,drd1,#2E5077
99,0.7672738432884216,anno_Vizgen,ntrk2,#2E5077
100,1.350000023841858,anno_Vizgen,htr1a,#2E5077
101,10.94444465637207,anno_Vizgen,chat,#2E5077
102,1.4683927297592163,anno_Vizgen,fzd3,#2E5077
103,1.0555555820465088,anno_Vizgen,lpar6,#2E5077
104,1.1111111640930176,anno_Vizgen,htr2a,#2E5077
105,1.4926751852035522,anno_Vizgen,ednrb,#2E5077
106,1.340000033378601,anno_Vizgen,trhr,#2E5077
107,1.5607315301895142,anno_Vizgen,cldn5,#2E5077
108,0.5208128094673157,anno_Vizgen,epha6,#2E5077
109,0.9444444179534912,anno_Vizgen,htr1f,#2E5077
110,2.2702529430389404,anno_Vizgen,olig1,#2E5077
111,2.378048896789551,anno_Vizgen,glp1r,#2E5077
112,1.0660130977630615,anno_Vizgen,alk,#2E5077
113,1.9323647022247314,anno_Vizgen,aqp4,#2E5077
114,1.9680284261703491,anno_Vizgen,gpr17,#2E5077
115,2.0205960273742676,anno_Vizgen,pdgfrb,#2E5077
116,1.3194444179534912,anno_Vizgen,csf1r,#2E5077
117,1.1896551847457886,anno_Vizgen,adrb2,#2E5077
118,1.25,anno_Vizgen,mc5r,#2E5077
119,1.6296296119689941,anno_Vizgen,galr1,#2E5077
120,2.1393442153930664,anno_Vizgen,chrm1,#2E5077
121,0.8999999761581421,anno_Vizgen,agtr2,#2E5077
122,0.8244985938072205,anno_Vizgen,htr2c,#2E5077
0,1.1428571939468384,anno_Xenium,satb2,#56018f
1,1.8211760520935059,anno_Xenium,nrp2,#56018f
2,2.0721638202667236,anno_Xenium,fn1,#56018f
3,0.8728264570236206,anno_Xenium,igfbp5,#56018f
4,0.9484372735023499,anno_Xenium,epha4,#56018f
5,1.712598443031311,anno_Xenium,dner,#56018f
6,0.6228428483009338,anno_Xenium,cntnap5b,#56018f
7,1.0967365503311157,anno_Xenium,cdh20,#56018f
8,1.203590750694275,anno_Xenium,rnf152,#56018f
9,1.1959047317504883,anno_Xenium,tmem163,#56018f
10,1.9339427947998047,anno_Xenium,opn3,#56018f
11,1.5989011526107788,anno_Xenium,prox1,#56018f
12,1.0169708728790283,anno_Xenium,gad2,#56018f
13,1.6063512563705444,anno_Xenium,cobll1,#56018f
14,1.3053871393203735,anno_Xenium,gad1,#56018f
15,1.3741320371627808,anno_Xenium,pde11a,#56018f
16,1.3936781883239746,anno_Xenium,spi1,#56018f
17,1.6503067016601562,anno_Xenium,cd44,#56018f
18,1.1225740909576416,anno_Xenium,bdnf,#56018f
19,0.8101034164428711,anno_Xenium,meis2,#56018f
20,1.2292683124542236,anno_Xenium,pdyn,#56018f
21,1.8885542154312134,anno_Xenium,lamp5,#56018f
22,0.9100576043128967,anno_Xenium,syndig1,#56018f
23,1.8429666757583618,anno_Xenium,cbln4,#56018f
24,1.7777777910232544,anno_Xenium,crh,#56018f
25,1.540785551071167,anno_Xenium,trpc4,#56018f
26,1.598697543144226,anno_Xenium,plch1,#56018f
27,1.183127522468567,anno_Xenium,rxfp1,#56018f
28,1.2637795209884644,anno_Xenium,npy2r,#56018f
29,2.525414228439331,anno_Xenium,syt6,#56018f
30,1.0554429292678833,anno_Xenium,ndst4,#56018f
31,1.286549687385559,anno_Xenium,npnt,#56018f
32,1.242264747619629,anno_Xenium,emcn,#56018f
33,1.3796261548995972,anno_Xenium,adgrl4,#56018f
34,0.9826535582542419,anno_Xenium,slc44a5,#56018f
35,2.4715969562530518,anno_Xenium,penk,#56018f
36,0.6484324336051941,anno_Xenium,tox,#56018f
37,1.0335975885391235,anno_Xenium,calb1,#56018f
38,0.782608687877655,anno_Xenium,ror1,#56018f
39,1.3707951307296753,anno_Xenium,rab3b,#56018f
40,1.2270450592041016,anno_Xenium,pou3f1,#56018f
41,1.1866666078567505,anno_Xenium,rspo1,#56018f
42,1.1695905923843384,anno_Xenium,sema3e,#56018f
43,1.4051579236984253,anno_Xenium,slit2,#56018f
44,2.6866812705993652,anno_Xenium,pdgfra,#56018f
45,1.976086974143982,anno_Xenium,kdr,#56018f
46,1.5259103775024414,anno_Xenium,parm1,#56018f
47,1.1219512224197388,anno_Xenium,prdm8,#56018f
48,3.335195541381836,anno_Xenium,spp1,#56018f
49,1.5152791738510132,anno_Xenium,cux2,#56018f
50,3.2961037158966064,anno_Xenium,gjc3,#56018f
51,1.2541894912719727,anno_Xenium,thsd7a,#56018f
52,0.715263307094574,anno_Xenium,foxp2,#56018f
53,1.191777229309082,anno_Xenium,chrm2,#56018f
54,1.7655935287475586,anno_Xenium,tacr1,#56018f
55,1.5322580337524414,anno_Xenium,pthlh,#56018f
56,1.3021059036254883,anno_Xenium,slc17a7,#56018f
57,1.168163537979126,anno_Xenium,slc17a6,#56018f
58,1.6544142961502075,anno_Xenium,nr2f2,#56018f
59,1.9017735719680786,anno_Xenium,dkk3,#56018f
60,2.3020832538604736,anno_Xenium,igf2,#56018f
61,1.3272727727890015,anno_Xenium,th,#56018f
62,0.4089616537094116,anno_Xenium,inpp4b,#56018f
63,1.7207456827163696,anno_Xenium,calb2,#56018f
64,1.2824426889419556,anno_Xenium,cdh13,#56018f
65,3.2802133560180664,anno_Xenium,cspg4,#56018f
66,1.426817774772644,anno_Xenium,cplx3,#56018f
67,0.8381820321083069,anno_Xenium,unc13c,#56018f
68,2.059453010559082,anno_Xenium,ccn2,#56018f
69,1.5094562768936157,anno_Xenium,cd24a,#56018f
70,3.083916187286377,anno_Xenium,pln,#56018f
71,3.791135549545288,anno_Xenium,dcn,#56018f
72,1.2783018350601196,anno_Xenium,adamts2,#56018f
73,2.72517728805542,anno_Xenium,col1a1,#56018f
74,1.3882979154586792,anno_Xenium,ppp1r1b,#56018f
75,1.8600822687149048,anno_Xenium,igfbp4,#56018f
76,1.1681971549987793,anno_Xenium,gfap,#56018f
77,2.37823224067688,anno_Xenium,pecam1,#56018f
78,1.4510204792022705,anno_Xenium,cd300c2,#56018f
79,2.9294240474700928,anno_Xenium,ntsr2,#56018f
80,2.773613452911377,anno_Xenium,id2,#56018f
81,0.8333333134651184,anno_Xenium,fos,#56018f
82,1.2112675905227661,anno_Xenium,bcl11b,#56018f
83,1.9328534603118896,anno_Xenium,nrn1,#56018f
84,1.1666666269302368,anno_Xenium,slc6a3,#56018f
85,1.551125168800354,anno_Xenium,rasgrf2,#56018f
86,1.0,anno_Xenium,fezf2,#56018f
87,2.7024168968200684,anno_Xenium,chat,#56018f
88,1.403681755065918,anno_Xenium,sncg,#56018f
89,1.88027822971344,anno_Xenium,plcxd3,#56018f
90,1.1977611780166626,anno_Xenium,cdh9,#56018f
91,0.7813785672187805,anno_Xenium,deptor,#56018f
92,1.0690726041793823,anno_Xenium,pvalb,#56018f
93,2.030066967010498,anno_Xenium,sox10,#56018f
94,1.5932203531265259,anno_Xenium,igfbp6,#56018f
95,1.7762724161148071,anno_Xenium,cldn5,#56018f
96,0.3307790458202362,anno_Xenium,sst,#56018f
97,1.0760626792907715,anno_Xenium,htr1f,#56018f
98,1.3064515590667725,anno_Xenium,chodl,#56018f
99,3.3260116577148438,anno_Xenium,trem2,#56018f
100,3.0932037830352783,anno_Xenium,aqp4,#56018f
101,1.9992291927337646,anno_Xenium,gpr17,#56018f
102,0.7695651650428772,anno_Xenium,prr16,#56018f
103,1.3688240051269531,anno_Xenium,tle4,#56018f
104,0.8803418278694153,anno_Xenium,pcsk5,#56018f
105,0.7623733878135681,anno_Xenium,rorb,#56018f
106,1.267187476158142,anno_Xenium,pip5k1b,#56018f
107,1.5046511888504028,anno_Xenium,acta2,#56018f
108,1.192307710647583,anno_Xenium,rbp4,#56018f
109,2.437899351119995,anno_Xenium,opalin,#56018f
0,1.1666666269302368,anno_ResolveBio,oprk1,#4DA1A9
1,,anno_ResolveBio,satb2,#4DA1A9
2,,anno_ResolveBio,ptgs2,#4DA1A9
3,0.97549968957901,anno_ResolveBio,prox1,#4DA1A9
4,,anno_ResolveBio,lhx6,#4DA1A9
5,0.875,anno_ResolveBio,nr4a2,#4DA1A9
6,,anno_ResolveBio,tbr1,#4DA1A9
7,0.9254966974258423,anno_ResolveBio,gad1,#4DA1A9
8,1.0,anno_ResolveBio,pde1a,#4DA1A9
9,1.0,anno_ResolveBio,spi1,#4DA1A9
10,,anno_ResolveBio,lamp5,#4DA1A9
11,0.34403112530708313,anno_ResolveBio,snap25,#4DA1A9
12,0.5755102038383484,anno_ResolveBio,tshz2,#4DA1A9
13,,anno_ResolveBio,ntsr1,#4DA1A9
14,0.714285671710968,anno_ResolveBio,syt6,#4DA1A9
15,2.106837511062622,anno_ResolveBio,col24a1,#4DA1A9
16,,anno_ResolveBio,tox,#4DA1A9
17,0.4705882668495178,anno_ResolveBio,calb1,#4DA1A9
18,,anno_ResolveBio,rspo1,#4DA1A9
19,0.686274528503418,anno_ResolveBio,reln,#4DA1A9
20,1.125,anno_ResolveBio,otof,#4DA1A9
21,0.9900000095367432,anno_ResolveBio,pdgfra,#4DA1A9
22,1.9772727489471436,anno_ResolveBio,kit,#4DA1A9
23,1.2857142686843872,anno_ResolveBio,nos1,#4DA1A9
24,1.722996473312378,anno_ResolveBio,cux2,#4DA1A9
25,1.19357430934906,anno_ResolveBio,flt1,#4DA1A9
26,0.39189186692237854,anno_ResolveBio,foxp2,#4DA1A9
27,,anno_ResolveBio,tacr1,#4DA1A9
28,,anno_ResolveBio,pthlh,#4DA1A9
29,0.9961928725242615,anno_ResolveBio,slc17a7,#4DA1A9
30,1.0,anno_ResolveBio,dkk3,#4DA1A9
31,1.3333333730697632,anno_ResolveBio,th,#4DA1A9
32,1.0,anno_ResolveBio,lpl,#4DA1A9
33,0.30123457312583923,anno_ResolveBio,inpp4b,#4DA1A9
34,,anno_ResolveBio,htr3a,#4DA1A9
35,1.923076868057251,anno_ResolveBio,cspg4,#4DA1A9
36,0.22755765914916992,anno_ResolveBio,rora,#4DA1A9
37,1.25,anno_ResolveBio,ccn2,#4DA1A9
38,0.7272727489471436,anno_ResolveBio,man1a,#4DA1A9
39,,anno_ResolveBio,slc17a8,#4DA1A9
40,,anno_ResolveBio,nxph4,#4DA1A9
41,1.434426188468933,anno_ResolveBio,adamts2,#4DA1A9
42,1.0885121822357178,anno_ResolveBio,gfap,#4DA1A9
43,1.656028389930725,anno_ResolveBio,pecam1,#4DA1A9
44,1.9323043823242188,anno_ResolveBio,rbfox3,#4DA1A9
45,1.5,anno_ResolveBio,egln3,#4DA1A9
46,0.8947368264198303,anno_ResolveBio,fos,#4DA1A9
47,,anno_ResolveBio,bcl11b,#4DA1A9
48,1.9509804248809814,anno_ResolveBio,cxcl14,#4DA1A9
49,0.8282828330993652,anno_ResolveBio,rasgrf2,#4DA1A9
50,,anno_ResolveBio,cartpt,#4DA1A9
51,,anno_ResolveBio,fezf2,#4DA1A9
52,1.0,anno_ResolveBio,chat,#4DA1A9
53,1.0,anno_ResolveBio,sncg,#4DA1A9
54,,anno_ResolveBio,trhr,#4DA1A9
55,0.8378378748893738,anno_ResolveBio,deptor,#4DA1A9
56,0.5725359916687012,anno_ResolveBio,pvalb,#4DA1A9
57,1.8106151819229126,anno_ResolveBio,sox10,#4DA1A9
58,1.0384615659713745,anno_ResolveBio,wnt7b,#4DA1A9
59,0.49122804403305054,anno_ResolveBio,sst,#4DA1A9
60,,anno_ResolveBio,chodl,#4DA1A9
61,1.3496932983398438,anno_ResolveBio,olig2,#4DA1A9
62,0.12228701263666153,anno_ResolveBio,pcp4,#4DA1A9
63,1.432843804359436,anno_ResolveBio,mog,#4DA1A9
64,1.3421052694320679,anno_ResolveBio,trem2,#4DA1A9
65,1.7349398136138916,anno_ResolveBio,aqp4,#4DA1A9
66,1.1333333253860474,anno_ResolveBio,csf1r,#4DA1A9
67,,anno_ResolveBio,tle4,#4DA1A9
68,0.48361822962760925,anno_ResolveBio,rorb,#4DA1A9
69,1.125,anno_ResolveBio,blnk,#4DA1A9
70,0.4353146553039551,anno_ResolveBio,plp1,#4DA1A9
0,1.2042683362960815,anno_CosMx,oprk1,#FFA630
1,1.040403962135315,anno_CosMx,fn1,#FFA630
2,0.48727986216545105,anno_CosMx,epha4,#FFA630
3,0.8982188105583191,anno_CosMx,dner,#FFA630
4,1.2672605514526367,anno_CosMx,ramp1,#FFA630
5,0.8994535803794861,anno_CosMx,adora1,#FFA630
6,1.9682884216308594,anno_CosMx,gpr37l1,#FFA630
7,0.6829268336296082,anno_CosMx,ptgs2,#FFA630
8,1.1697341203689575,anno_CosMx,rgs5,#FFA630
9,0.6060200929641724,anno_CosMx,gpr158,#FFA630
10,0.7269585132598877,anno_CosMx,gad2,#FFA630
11,1.7024685144424438,anno_CosMx,gad1,#FFA630
12,1.7032519578933716,anno_CosMx,pde1a,#FFA630
13,1.273936152458191,anno_CosMx,cd44,#FFA630
14,0.7677595615386963,anno_CosMx,bdnf,#FFA630
15,1.3100436925888062,anno_CosMx,lgr4,#FFA630
16,1.4550408124923706,anno_CosMx,mertk,#FFA630
17,0.49565213918685913,anno_CosMx,pdyn,#FFA630
18,0.9611892700195312,anno_CosMx,snap25,#FFA630
19,1.5251989364624023,anno_CosMx,slc32a1,#FFA630
20,1.8743590116500854,anno_CosMx,sulf2,#FFA630
21,1.2061069011688232,anno_CosMx,mc3r,#FFA630
22,1.2222222089767456,anno_CosMx,crh,#FFA630
23,1.1333333253860474,anno_CosMx,agtr1b,#FFA630
24,1.2635658979415894,anno_CosMx,p2ry14,#FFA630
25,1.5694444179534912,anno_CosMx,p2ry12,#FFA630
26,1.1567164659500122,anno_CosMx,npy2r,#FFA630
27,1.3159722089767456,anno_CosMx,ntrk1,#FFA630
28,1.1270718574523926,anno_CosMx,ctss,#FFA630
29,0.5230560898780823,anno_CosMx,camk2d,#FFA630
30,0.8556067943572998,anno_CosMx,emcn,#FFA630
31,1.123655915260315,anno_CosMx,lpar3,#FFA630
32,1.213350772857666,anno_CosMx,adgrl2,#FFA630
33,1.0056496858596802,anno_CosMx,penk,#FFA630
34,0.6600245833396912,anno_CosMx,calb1,#FFA630
35,1.288537621498108,anno_CosMx,cnr1,#FFA630
36,0.4460600018501282,anno_CosMx,gabbr2,#FFA630
